0.0000	0.0000	0.0000	0.304140700
10.0000	0.0000	0.0000	0.215640350
20.0000	0.0000	0.0000	0.438342660
30.0000	0.0000	0.0000	0.495686500
40.0000	0.0000	0.0000	0.896964300
50.0000	0.0000	0.0000	1.142080800
60.0000	0.0000	0.0000	0.377103920
70.0000	0.0000	0.0000	0.592533400
80.0000	0.0000	0.0000	0.470132560
90.0000	0.0000	0.0000	1.057526600
100.0000	0.0000	0.0000	1.827942600
110.0000	0.0000	0.0000	2.356534200
120.0000	0.0000	0.0000	2.167444700
130.0000	0.0000	0.0000	2.289425100
140.0000	0.0000	0.0000	2.051498700
150.0000	0.0000	0.0000	1.313620900
160.0000	0.0000	0.0000	0.993147250
170.0000	0.0000	0.0000	0.428663100
180.0000	0.0000	0.0000	0.152983080
190.0000	0.0000	0.0000	0.809438400
200.0000	0.0000	0.0000	0.596692000
210.0000	0.0000	0.0000	0.268762980
220.0000	0.0000	0.0000	0.480908540
230.0000	0.0000	0.0000	0.732049000
240.0000	0.0000	0.0000	0.149327620
250.0000	0.0000	0.0000	0.485732880
260.0000	0.0000	0.0000	0.476828000
270.0000	0.0000	0.0000	1.059145300
280.0000	0.0000	0.0000	1.636132600
290.0000	0.0000	0.0000	1.742555300
300.0000	0.0000	0.0000	1.716124300
310.0000	0.0000	0.0000	2.433721300
320.0000	0.0000	0.0000	1.860717700
330.0000	0.0000	0.0000	0.987431170
340.0000	0.0000	0.0000	0.937735600
350.0000	0.0000	0.0000	1.883234500
360.0000	0.0000	0.0000	1.000000000
0.0000	10.0000	0.0000	0.675256700
10.0000	10.0000	0.0000	1.098983600
20.0000	10.0000	0.0000	2.339301300
30.0000	10.0000	0.0000	0.333430920
40.0000	10.0000	0.0000	2.707485400
50.0000	10.0000	0.0000	0.508124770
60.0000	10.0000	0.0000	0.837395000
70.0000	10.0000	0.0000	7.989899600
80.0000	10.0000	0.0000	0.221916110
90.0000	10.0000	0.0000	0.732068400
100.0000	10.0000	0.0000	1.386906300
110.0000	10.0000	0.0000	2.878416800
120.0000	10.0000	0.0000	3.604661000
130.0000	10.0000	0.0000	3.992681700
140.0000	10.0000	0.0000	1.165944700
150.0000	10.0000	0.0000	0.296485130
160.0000	10.0000	0.0000	1.418492100
170.0000	10.0000	0.0000	2.196310800
180.0000	10.0000	0.0000	1.633259000
190.0000	10.0000	0.0000	6.249959500
200.0000	10.0000	0.0000	1.079887500
210.0000	10.0000	0.0000	0.106951320
220.0000	10.0000	0.0000	2.734002400
230.0000	10.0000	0.0000	1.294731900
240.0000	10.0000	0.0000	0.224441900
250.0000	10.0000	0.0000	0.719504900
260.0000	10.0000	0.0000	0.237467270
270.0000	10.0000	0.0000	1.816186800
280.0000	10.0000	0.0000	2.121052300
290.0000	10.0000	0.0000	2.262489600
300.0000	10.0000	0.0000	2.254260300
310.0000	10.0000	0.0000	3.094925400
320.0000	10.0000	0.0000	1.161584600
330.0000	10.0000	0.0000	0.381499800
340.0000	10.0000	0.0000	2.258003500
350.0000	10.0000	0.0000	4.128826600
360.0000	10.0000	0.0000	1.000000000
0.0000	20.0000	0.0000	2.299520300
10.0000	20.0000	0.0000	2.908633200
20.0000	20.0000	0.0000	0.283443900
30.0000	20.0000	0.0000	0.062306280
40.0000	20.0000	0.0000	0.342856350
50.0000	20.0000	0.0000	0.908180950
60.0000	20.0000	0.0000	2.017925000
70.0000	20.0000	0.0000	0.873366500
80.0000	20.0000	0.0000	0.409831700
90.0000	20.0000	0.0000	0.334188670
